timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,100.06094341595089,101.0615528501104,99.06033398179137,100.06094341595089,1.0
2024-01-01 01:00:00+00:00,99.85281983433485,100.8513480326782,98.8542916359915,99.85281983433485,1.0
2024-01-01 02:00:00+00:00,100.00268917043348,101.00271606213782,99.00266227872915,100.00268917043348,1.0
2024-01-01 03:00:00+00:00,100.1908071723894,101.19271524411329,99.18889910066551,100.1908071723894,1.0
2024-01-01 04:00:00+00:00,99.79985559164346,100.7978541475599,98.80185703572702,99.79985559164346,1.0
2024-01-01 05:00:00+00:00,99.53994093816493,100.53534034754658,98.54454152878328,99.53994093816493,1.0
2024-01-01 06:00:00+00:00,99.5653913905265,100.56104530443177,98.56973747662123,99.5653913905265,1.0
2024-01-01 07:00:00+00:00,99.50241775556442,100.49744193312007,98.50739357800877,99.50241775556442,1.0
2024-01-01 08:00:00+00:00,99.49907424397888,100.49406498641868,98.50408350153909,99.49907424397888,1.0
2024-01-01 09:00:00+00:00,99.32932008181284,100.32261328263097,98.33602688099471,99.32932008181284,1.0
2024-01-01 10:00:00+00:00,99.50402008766174,100.49906028853836,98.50897988678513,99.50402008766174,1.0
2024-01-01 11:00:00+00:00,99.65880693639562,100.65539500575957,98.66221886703167,99.65880693639562,1.0
2024-01-01 12:00:00+00:00,99.67196801747586,100.66868769765063,98.6752483373011,99.67196801747586,1.0
2024-01-01 13:00:00+00:00,99.89667671653366,100.895643483699,98.89770994936832,99.89667671653366,1.0
2024-01-01 14:00:00+00:00,99.99008197578348,100.98998279554132,98.99018115602564,99.99008197578348,1.0
2024-01-01 15:00:00+00:00,99.81824052817375,100.81642293345548,98.82005812289201,99.81824052817375,1.0
2024-01-01 16:00:00+00:00,99.89185663709475,100.8907752034657,98.8929380707238,99.89185663709475,1.0
2024-01-01 17:00:00+00:00,99.70028751050711,100.69729038561218,98.70328463540204,99.70028751050711,1.0
